         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2442    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1975(_str_equal)
       76    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:396(_set_facecolor)
      581    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1421(set_verticalalignment)
      120    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\array_algos\take.py:564(_take_preprocess_indexer_and_fill_value)
       55    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:420(_get_text2_transform)
       71    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:402(set_facecolor)
     9272    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:405(flags)
      242    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:612(tiny)
     1204    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:253(_get_values)
       53    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1093(get_yaxis_text1_transform)
        8    0.000    0.000    0.002    0.000 {method 'dump' of '_pickle.Pickler' objects}
     2519    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\common.py:372(apply_if_callable)
      812    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1336(_expand_aliases)
        1    0.000    0.000    0.002    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:952(__init__)
       35    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        2    0.000    0.000    0.002    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:1322(subplots_adjust)
       31    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:427(parse_block_mapping_key)
    22/17    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2435(_signature_from_callable)
      366    0.002    0.000    0.002    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       21    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:1146(take)
       12    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:173(wrapper)
     3944    0.002    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:617(_select_options)
     1401    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:477(get_transform)
       40    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:778(set_offset)
        7    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:1148(take)
      114    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:803(frozen)
        5    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:5026(_label_outer_yaxis)
        1    0.000    0.000    0.002    0.002 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\sorting.py:718(_reorder_by_uniques)
      302    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
       48    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:372(extents)
      364    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1145(set_linewidth)
        4    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3218(__init__)
       40    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:649(set_offset)
      562    0.001    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
      395    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:334(<listcomp>)
      310    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
       53    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:481(_get_text2_transform)
       24    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:446(parse_block_mapping_value)
      228    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2705(__init__)
     4087    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:36(_rotate_point)
       55    0.000    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1038(get_xaxis_text2_transform)
      217    0.001    0.000    0.002    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:43(get_hinting_flag)
      130    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2635(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk4.py:1(<module>)
        2    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4104(set_ybound)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:779(_add_axes_internal)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:892(set_figure)
       10    0.000    0.000    0.001    0.000 <frozen genericpath>:27(isfile)
      596    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1131(set_horizontalalignment)
        1    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk3.py:1(<module>)
     1377    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:237(x0)
      175    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
      364    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1433(set_dash_capstyle)
       15    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:272(_compile)
        7    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3911(set_xlim)
      480    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2268(<lambda>)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:225(compile)
      252    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1185(set_zorder)
       18    0.001    0.000    0.001    0.000 {method 'decode' of 'ImagingDecoder' objects}
       12    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:3036(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:961(set_history_buttons)
       48    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:300(connect)
     1204    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\nanops.py:324(_get_dtype_max)
       25    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\ops\array_ops.py:113(comp_method_OBJECT_ARRAY)
       59    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:1782(nonsingular)
       53    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1120(get_yaxis_text2_transform)
        2    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\ops.py:782(result_index)
1133/1127    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2650(get_matrix)
       73    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:729(_get_shared_axes)
      800    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:1710(sca)
      242    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:589(smallest_normal)
      323    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1389(set_rotation)
        7    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:1008(stat)
      184    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1796(_safe_first_finite)
  456/432    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:203(_ensure_position_is_set)
      508    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:974(set_weight)
     1005    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:184(<genexpr>)
      134    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:898(_convert_units)
      815    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:789(_get_wrapped_text)
     3954    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
      113    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1063(set_alpha)
     4583    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1940(_block)
       11    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1113(putchunk)
     2710    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       12    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2125(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:1(<module>)
      100    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3892(_validate_converted_limits)
        2    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1779(_cached_realpath)
       16    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1731(__setitem__)
       49    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:274(make_block)
      100    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:139(atleast_3d)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:3358(<lambda>)
      526    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:104(__init__)
       16    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:4191(_validate_positional_slice)
      175    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:218(_ptp)
      657    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:3777(get_loc)
        6    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2804(notify_axes_change)
      102    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1139(__init__)
       21    0.001    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\function_base.py:24(linspace)
        1    0.000    0.000    0.001    0.001 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:1(<module>)
     1752    0.001    0.000    0.001    0.000 {built-in method unicodedata.east_asian_width}
       12    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2185(set_params)
      122    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2055(rotate_deg)
      328    0.000    0.000    0.001    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:978(__array__)
